STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,TMAX,Measurement_Flag,Quality_Flag,Source_Flag,Time_Observation,TMIN,Measurement_Flag2,Quality_Flag2,Source_Flag2,Time_Observation2
GHCND:USS0007M32S,BEARTOWN9999CO9999US,3535.7,37.7167,-107.5167,20041017,17,9999,9999,T,9999,-33,9999,9999,T,9999
GHCND:USS0007M32S,BEARTOWN9999CO9999US,3535.7,37.7167,-107.5167,20041018,17,9999,9999,T,9999,-33,9999,9999,T,9999
GHCND:USS0007M32S,BEARTOWN9999CO9999US,3535.7,37.7167,-107.5167,20041019,6,9999,9999,T,9999,-33,9999,9999,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20040819,-994,9999,D,T,9999,-994,9999,D,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20040820,144,9999,D,T,9999,44,9999,D,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20040821,139,9999,D,T,9999,44,9999,D,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20040822,167,9999,D,T,9999,67,9999,D,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20040823,156,9999,D,T,9999,56,9999,D,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20040824,144,9999,D,T,9999,44,9999,D,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20040825,167,9999,D,T,9999,89,9999,D,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20040826,139,9999,D,T,9999,6,9999,D,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20040827,106,9999,D,T,9999,17,9999,D,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20040828,144,9999,D,T,9999,6,9999,D,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20040829,178,9999,D,T,9999,44,9999,D,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20040830,194,9999,D,T,9999,50,9999,D,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20040831,189,9999,D,T,9999,61,9999,D,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20040901,211,9999,9999,T,9999,61,9999,9999,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20040902,206,9999,9999,T,9999,83,9999,9999,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20040903,200,9999,9999,T,9999,83,9999,9999,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20040904,117,9999,9999,T,9999,17,9999,9999,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20040905,72,9999,9999,T,9999,6,9999,9999,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20040906,150,9999,9999,T,9999,17,9999,9999,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20040907,172,9999,9999,T,9999,39,9999,9999,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20040908,194,9999,9999,T,9999,56,9999,9999,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20040909,200,9999,9999,T,9999,78,9999,9999,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20040910,161,9999,9999,T,9999,67,9999,9999,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20040911,206,9999,9999,T,9999,61,9999,9999,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20040912,194,9999,9999,T,9999,89,9999,9999,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20040913,144,9999,9999,T,9999,56,9999,9999,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20040914,150,9999,9999,T,9999,-6,9999,9999,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20040915,128,9999,9999,T,9999,-17,9999,9999,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20040916,172,9999,9999,T,9999,50,9999,9999,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20040917,206,9999,9999,T,9999,78,9999,9999,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20040918,189,9999,9999,T,9999,89,9999,9999,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20040919,150,9999,9999,T,9999,39,9999,9999,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20040920,83,9999,9999,T,9999,6,9999,9999,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20040921,17,9999,9999,T,9999,-17,9999,9999,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20040922,28,9999,9999,T,9999,-28,9999,9999,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20040923,44,9999,9999,T,9999,-28,9999,9999,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20040924,100,9999,9999,T,9999,6,9999,9999,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20040925,133,9999,9999,T,9999,0,9999,9999,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20040926,144,9999,9999,T,9999,22,9999,9999,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20040927,139,9999,9999,T,9999,28,9999,9999,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20040928,156,9999,9999,T,9999,22,9999,9999,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20040929,133,9999,9999,T,9999,22,9999,9999,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20040930,44,9999,9999,T,9999,0,9999,9999,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20041001,44,9999,9999,T,9999,0,9999,9999,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20041002,106,9999,9999,T,9999,11,9999,9999,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20041003,128,9999,9999,T,9999,11,9999,9999,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20041004,128,9999,9999,T,9999,6,9999,9999,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20041005,144,9999,9999,T,9999,6,9999,9999,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20041006,83,9999,9999,T,9999,6,9999,9999,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20041007,117,9999,9999,T,9999,0,9999,9999,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20041008,144,9999,9999,T,9999,0,9999,9999,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20041009,161,9999,9999,T,9999,39,9999,9999,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20041010,156,9999,9999,T,9999,11,9999,9999,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20041011,122,9999,9999,T,9999,0,9999,9999,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20041012,128,9999,9999,T,9999,-11,9999,9999,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20041013,44,9999,9999,T,9999,-33,9999,9999,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20041014,94,9999,9999,T,9999,-22,9999,9999,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20041015,106,9999,9999,T,9999,22,9999,9999,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20041016,139,9999,9999,T,9999,33,9999,9999,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20041017,133,9999,9999,T,9999,17,9999,9999,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20041018,39,9999,9999,T,9999,-22,9999,9999,T,9999
GHCND:USS0006J20S,RAWAH9999CO9999US,2749.3,40.7,-106,20041019,44,9999,9999,T,9999,-6,9999,9999,T,9999
GHCND:USS0007M31S,VALLECITO9999CO9999US,3316.2,37.4833,-107.5,20040819,117,9999,9999,T,9999,44,9999,9999,T,9999
GHCND:USS0007M31S,VALLECITO9999CO9999US,3316.2,37.4833,-107.5,20040820,156,9999,9999,T,9999,33,9999,9999,T,9999
